bmi,n,percent
237.2,5,5.92403528980997e-06
237.23,1,1.18480705796199e-06
237.27,1,1.18480705796199e-06
237.28,2,2.36961411592399e-06
237.31,1,1.18480705796199e-06
237.37,1,1.18480705796199e-06
237.39,1,1.18480705796199e-06
237.4,3,3.55442117388598e-06
237.41,1,1.18480705796199e-06
237.46,4,4.73922823184797e-06
237.48,2,2.36961411592399e-06
237.49,1,1.18480705796199e-06
237.5,3,3.55442117388598e-06
237.51,1,1.18480705796199e-06
237.53,1,1.18480705796199e-06
237.54,2,2.36961411592399e-06
237.55,1,1.18480705796199e-06
237.58,2,2.36961411592399e-06
237.6,3,3.55442117388598e-06
237.62,1,1.18480705796199e-06
237.65,1,1.18480705796199e-06
237.69,1,1.18480705796199e-06
237.7,2,2.36961411592399e-06
237.73,1,1.18480705796199e-06
237.75,1,1.18480705796199e-06
237.76,1,1.18480705796199e-06
237.77,1,1.18480705796199e-06
237.78,1,1.18480705796199e-06
237.8,4,4.73922823184797e-06
237.89,1,1.18480705796199e-06
237.9,1,1.18480705796199e-06
237.92,1,1.18480705796199e-06
237.93,1,1.18480705796199e-06
237.96,1,1.18480705796199e-06
237.97,1,1.18480705796199e-06
237.98,1,1.18480705796199e-06
237.99,1,1.18480705796199e-06
238,3,3.55442117388598e-06
238.03,1,1.18480705796199e-06
238.04,1,1.18480705796199e-06
238.05,1,1.18480705796199e-06
238.1,4,4.73922823184797e-06
238.11,1,1.18480705796199e-06
238.12,2,2.36961411592399e-06
238.15,1,1.18480705796199e-06
238.16,1,1.18480705796199e-06
238.17,1,1.18480705796199e-06
238.18,1,1.18480705796199e-06
238.2,3,3.55442117388598e-06
238.23,1,1.18480705796199e-06
238.26,1,1.18480705796199e-06
238.28,1,1.18480705796199e-06
238.29,1,1.18480705796199e-06
238.3,1,1.18480705796199e-06
238.32,1,1.18480705796199e-06
238.33,2,2.36961411592399e-06
238.34,1,1.18480705796199e-06
238.36,1,1.18480705796199e-06
238.42,1,1.18480705796199e-06
238.44,1,1.18480705796199e-06
238.46,1,1.18480705796199e-06
238.47,1,1.18480705796199e-06
238.5,1,1.18480705796199e-06
238.53,2,2.36961411592399e-06
238.57,1,1.18480705796199e-06
238.58,1,1.18480705796199e-06
238.59,1,1.18480705796199e-06
238.6,2,2.36961411592399e-06
238.61,1,1.18480705796199e-06
238.67,2,2.36961411592399e-06
238.68,2,2.36961411592399e-06
238.71,1,1.18480705796199e-06
238.72,1,1.18480705796199e-06
238.73,1,1.18480705796199e-06
238.82,1,1.18480705796199e-06
238.83,1,1.18480705796199e-06
238.87,1,1.18480705796199e-06
238.9,5,5.92403528980997e-06
238.97,1,1.18480705796199e-06
238.98,1,1.18480705796199e-06
239,4,4.73922823184797e-06
239.04,1,1.18480705796199e-06
239.1,2,2.36961411592399e-06
239.11,1,1.18480705796199e-06
239.13,1,1.18480705796199e-06
239.2,1,1.18480705796199e-06
239.21,1,1.18480705796199e-06
239.24,1,1.18480705796199e-06
239.25,1,1.18480705796199e-06
239.28,1,1.18480705796199e-06
239.29,1,1.18480705796199e-06
239.3,12,1.42176846955439e-05
239.33,1,1.18480705796199e-06
239.41,1,1.18480705796199e-06
239.43,1,1.18480705796199e-06
239.44,2,2.36961411592399e-06
239.48,1,1.18480705796199e-06
239.5,2,2.36961411592399e-06
239.51,1,1.18480705796199e-06
239.54,2,2.36961411592399e-06
239.58,2,2.36961411592399e-06
239.59,1,1.18480705796199e-06
239.6,2,2.36961411592399e-06
239.63,2,2.36961411592399e-06
239.7,6,7.10884234777196e-06
239.72,1,1.18480705796199e-06
239.74,2,2.36961411592399e-06
239.76,1,1.18480705796199e-06
239.78,1,1.18480705796199e-06
239.8,2,2.36961411592399e-06
239.81,1,1.18480705796199e-06
239.84,1,1.18480705796199e-06
239.85,2,2.36961411592399e-06
239.87,1,1.18480705796199e-06
239.9,11,1.30328776375819e-05
239.97,1,1.18480705796199e-06
240,3,3.55442117388598e-06
240.04,1,1.18480705796199e-06
240.05,1,1.18480705796199e-06
240.08,1,1.18480705796199e-06
240.1,6,7.10884234777196e-06
240.12,1,1.18480705796199e-06
240.13,1,1.18480705796199e-06
240.14,1,1.18480705796199e-06
240.15,2,2.36961411592399e-06
240.2,3,3.55442117388598e-06
240.24,2,2.36961411592399e-06
240.27,1,1.18480705796199e-06
240.29,1,1.18480705796199e-06
240.3,5,5.92403528980997e-06
240.32,1,1.18480705796199e-06
240.33,1,1.18480705796199e-06
240.34,1,1.18480705796199e-06
240.36,1,1.18480705796199e-06
240.4,5,5.92403528980997e-06
240.42,2,2.36961411592399e-06
240.45,2,2.36961411592399e-06
240.48,1,1.18480705796199e-06
240.5,6,7.10884234777196e-06
240.55,2,2.36961411592399e-06
240.56,1,1.18480705796199e-06
240.58,2,2.36961411592399e-06
240.6,3,3.55442117388598e-06
240.66,1,1.18480705796199e-06
240.69,1,1.18480705796199e-06
240.7,7,8.29364940573395e-06
240.75,1,1.18480705796199e-06
240.8,5,5.92403528980997e-06
240.81,3,3.55442117388598e-06
240.86,1,1.18480705796199e-06
240.89,1,1.18480705796199e-06
240.9,4,4.73922823184797e-06
240.91,1,1.18480705796199e-06
240.92,1,1.18480705796199e-06
240.96,1,1.18480705796199e-06
240.99,1,1.18480705796199e-06
241,1,1.18480705796199e-06
241.01,1,1.18480705796199e-06
241.02,1,1.18480705796199e-06
241.1,4,4.73922823184797e-06
241.18,1,1.18480705796199e-06
241.19,1,1.18480705796199e-06
241.2,1,1.18480705796199e-06
241.22,1,1.18480705796199e-06
241.25,1,1.18480705796199e-06
241.3,2,2.36961411592399e-06
241.31,1,1.18480705796199e-06
241.34,1,1.18480705796199e-06
241.35,1,1.18480705796199e-06
241.36,2,2.36961411592399e-06
241.37,1,1.18480705796199e-06
241.39,1,1.18480705796199e-06
241.4,3,3.55442117388598e-06
241.41,2,2.36961411592399e-06
241.42,1,1.18480705796199e-06
241.44,1,1.18480705796199e-06
241.5,3,3.55442117388598e-06
241.53,1,1.18480705796199e-06
241.57,1,1.18480705796199e-06
241.6,1,1.18480705796199e-06
241.61,1,1.18480705796199e-06
241.63,1,1.18480705796199e-06
241.65,1,1.18480705796199e-06
241.66,1,1.18480705796199e-06
241.7,2,2.36961411592399e-06
241.71,2,2.36961411592399e-06
241.73,1,1.18480705796199e-06
241.76,1,1.18480705796199e-06
241.77,1,1.18480705796199e-06
241.78,3,3.55442117388598e-06
241.79,2,2.36961411592399e-06
241.87,1,1.18480705796199e-06
241.89,3,3.55442117388598e-06
241.9,3,3.55442117388598e-06
241.91,1,1.18480705796199e-06
242,5,5.92403528980997e-06
242.03,1,1.18480705796199e-06
242.07,1,1.18480705796199e-06
242.1,4,4.73922823184797e-06
242.14,1,1.18480705796199e-06
242.15,1,1.18480705796199e-06
242.18,1,1.18480705796199e-06
242.2,3,3.55442117388598e-06
242.23,1,1.18480705796199e-06
242.24,1,1.18480705796199e-06
242.28,1,1.18480705796199e-06
242.3,6,7.10884234777196e-06
242.33,1,1.18480705796199e-06
242.34,1,1.18480705796199e-06
242.35,1,1.18480705796199e-06
242.38,1,1.18480705796199e-06
242.4,4,4.73922823184797e-06
242.41,1,1.18480705796199e-06
242.43,1,1.18480705796199e-06
242.48,1,1.18480705796199e-06
242.5,3,3.55442117388598e-06
242.51,1,1.18480705796199e-06
242.54,1,1.18480705796199e-06
242.55,1,1.18480705796199e-06
242.58,1,1.18480705796199e-06
242.6,3,3.55442117388598e-06
242.64,1,1.18480705796199e-06
242.68,1,1.18480705796199e-06
242.7,6,7.10884234777196e-06
242.72,2,2.36961411592399e-06
242.77,1,1.18480705796199e-06
242.8,4,4.73922823184797e-06
242.84,1,1.18480705796199e-06
242.9,3,3.55442117388598e-06
242.96,1,1.18480705796199e-06
243,4,4.73922823184797e-06
243.06,1,1.18480705796199e-06
243.1,4,4.73922823184797e-06
243.11,1,1.18480705796199e-06
243.17,1,1.18480705796199e-06
243.19,2,2.36961411592399e-06
243.2,3,3.55442117388598e-06
243.21,1,1.18480705796199e-06
243.24,1,1.18480705796199e-06
243.28,1,1.18480705796199e-06
243.29,1,1.18480705796199e-06
243.3,4,4.73922823184797e-06
243.31,1,1.18480705796199e-06
243.4,5,5.92403528980997e-06
243.43,1,1.18480705796199e-06
243.44,1,1.18480705796199e-06
243.47,1,1.18480705796199e-06
243.5,1,1.18480705796199e-06
243.51,2,2.36961411592399e-06
243.56,1,1.18480705796199e-06
243.6,3,3.55442117388598e-06
243.64,1,1.18480705796199e-06
243.68,1,1.18480705796199e-06
243.69,2,2.36961411592399e-06
243.7,1,1.18480705796199e-06
243.74,2,2.36961411592399e-06
243.75,2,2.36961411592399e-06
243.76,1,1.18480705796199e-06
243.79,1,1.18480705796199e-06
243.8,4,4.73922823184797e-06
243.82,2,2.36961411592399e-06
243.86,1,1.18480705796199e-06
243.9,4,4.73922823184797e-06
243.91,1,1.18480705796199e-06
243.92,1,1.18480705796199e-06
244,5,5.92403528980997e-06
244.14,2,2.36961411592399e-06
244.2,4,4.73922823184797e-06
244.22,1,1.18480705796199e-06
244.26,1,1.18480705796199e-06
244.29,1,1.18480705796199e-06
244.3,4,4.73922823184797e-06
244.33,1,1.18480705796199e-06
244.4,2,2.36961411592399e-06
244.42,1,1.18480705796199e-06
244.45,1,1.18480705796199e-06
244.5,4,4.73922823184797e-06
244.53,2,2.36961411592399e-06
244.55,3,3.55442117388598e-06
244.56,1,1.18480705796199e-06
244.6,1,1.18480705796199e-06
244.62,1,1.18480705796199e-06
244.64,1,1.18480705796199e-06
244.7,4,4.73922823184797e-06
244.72,1,1.18480705796199e-06
244.73,1,1.18480705796199e-06
244.76,1,1.18480705796199e-06
244.78,1,1.18480705796199e-06
244.8,4,4.73922823184797e-06
244.85,1,1.18480705796199e-06
244.89,3,3.55442117388598e-06
244.9,5,5.92403528980997e-06
244.97,2,2.36961411592399e-06
245,4,4.73922823184797e-06
245.02,1,1.18480705796199e-06
245.05,1,1.18480705796199e-06
245.1,4,4.73922823184797e-06
245.14,1,1.18480705796199e-06
245.17,2,2.36961411592399e-06
245.19,1,1.18480705796199e-06
245.2,4,4.73922823184797e-06
245.21,1,1.18480705796199e-06
245.26,1,1.18480705796199e-06
245.27,1,1.18480705796199e-06
245.28,1,1.18480705796199e-06
245.29,1,1.18480705796199e-06
245.3,4,4.73922823184797e-06
245.31,2,2.36961411592399e-06
245.33,1,1.18480705796199e-06
245.37,3,3.55442117388598e-06
245.4,2,2.36961411592399e-06
245.5,4,4.73922823184797e-06
245.59,2,2.36961411592399e-06
245.6,2,2.36961411592399e-06
245.62,1,1.18480705796199e-06
245.63,1,1.18480705796199e-06
245.66,1,1.18480705796199e-06
245.7,4,4.73922823184797e-06
245.73,1,1.18480705796199e-06
245.8,1,1.18480705796199e-06
245.9,4,4.73922823184797e-06
245.94,1,1.18480705796199e-06
246,1,1.18480705796199e-06
246.01,1,1.18480705796199e-06
246.03,1,1.18480705796199e-06
246.04,2,2.36961411592399e-06
246.1,2,2.36961411592399e-06
246.15,1,1.18480705796199e-06
246.19,1,1.18480705796199e-06
246.2,5,5.92403528980997e-06
246.22,1,1.18480705796199e-06
246.23,1,1.18480705796199e-06
246.25,1,1.18480705796199e-06
246.29,1,1.18480705796199e-06
246.3,3,3.55442117388598e-06
246.31,1,1.18480705796199e-06
246.32,1,1.18480705796199e-06
246.35,1,1.18480705796199e-06
246.36,1,1.18480705796199e-06
246.37,2,2.36961411592399e-06
246.4,7,8.29364940573395e-06
246.41,1,1.18480705796199e-06
246.49,1,1.18480705796199e-06
246.5,8,9.47845646369595e-06
246.58,1,1.18480705796199e-06
246.59,1,1.18480705796199e-06
246.6,5,5.92403528980997e-06
246.65,1,1.18480705796199e-06
246.67,2,2.36961411592399e-06
246.69,1,1.18480705796199e-06
246.7,4,4.73922823184797e-06
246.71,1,1.18480705796199e-06
246.79,1,1.18480705796199e-06
246.8,4,4.73922823184797e-06
246.81,1,1.18480705796199e-06
246.9,6,7.10884234777196e-06
246.94,1,1.18480705796199e-06
247,3,3.55442117388598e-06
247.01,2,2.36961411592399e-06
247.02,1,1.18480705796199e-06
247.1,3,3.55442117388598e-06
247.17,1,1.18480705796199e-06
247.2,2,2.36961411592399e-06
247.24,2,2.36961411592399e-06
247.3,2,2.36961411592399e-06
247.31,1,1.18480705796199e-06
247.34,1,1.18480705796199e-06
247.38,1,1.18480705796199e-06
247.4,1,1.18480705796199e-06
247.42,1,1.18480705796199e-06
247.46,1,1.18480705796199e-06
247.48,1,1.18480705796199e-06
247.5,2,2.36961411592399e-06
247.51,1,1.18480705796199e-06
247.53,1,1.18480705796199e-06
247.6,3,3.55442117388598e-06
247.7,4,4.73922823184797e-06
247.71,1,1.18480705796199e-06
247.72,1,1.18480705796199e-06
247.75,2,2.36961411592399e-06
247.76,1,1.18480705796199e-06
247.8,3,3.55442117388598e-06
247.84,1,1.18480705796199e-06
247.9,4,4.73922823184797e-06
247.99,2,2.36961411592399e-06
248,7,8.29364940573395e-06
248.09,1,1.18480705796199e-06
248.1,1,1.18480705796199e-06
248.14,1,1.18480705796199e-06
248.18,1,1.18480705796199e-06
248.2,1,1.18480705796199e-06
248.21,1,1.18480705796199e-06
248.22,1,1.18480705796199e-06
248.25,1,1.18480705796199e-06
248.26,1,1.18480705796199e-06
248.27,2,2.36961411592399e-06
248.45,2,2.36961411592399e-06
248.5,5,5.92403528980997e-06
248.53,1,1.18480705796199e-06
248.55,1,1.18480705796199e-06
248.56,1,1.18480705796199e-06
248.6,6,7.10884234777196e-06
248.64,1,1.18480705796199e-06
248.65,1,1.18480705796199e-06
248.7,3,3.55442117388598e-06
248.71,1,1.18480705796199e-06
248.75,1,1.18480705796199e-06
248.79,1,1.18480705796199e-06
248.8,3,3.55442117388598e-06
248.87,1,1.18480705796199e-06
248.9,2,2.36961411592399e-06
249,3,3.55442117388598e-06
249.02,1,1.18480705796199e-06
249.05,1,1.18480705796199e-06
249.06,1,1.18480705796199e-06
249.07,1,1.18480705796199e-06
249.09,2,2.36961411592399e-06
249.1,4,4.73922823184797e-06
249.18,1,1.18480705796199e-06
249.2,3,3.55442117388598e-06
249.21,1,1.18480705796199e-06
249.22,1,1.18480705796199e-06
249.24,1,1.18480705796199e-06
249.3,4,4.73922823184797e-06
249.38,1,1.18480705796199e-06
249.4,1,1.18480705796199e-06
249.42,1,1.18480705796199e-06
249.46,1,1.18480705796199e-06
249.5,7,8.29364940573395e-06
249.52,1,1.18480705796199e-06
249.55,1,1.18480705796199e-06
249.57,1,1.18480705796199e-06
249.6,5,5.92403528980997e-06
249.62,1,1.18480705796199e-06
249.67,1,1.18480705796199e-06
249.7,2,2.36961411592399e-06
249.72,1,1.18480705796199e-06
249.78,1,1.18480705796199e-06
249.79,1,1.18480705796199e-06
249.8,7,8.29364940573395e-06
249.82,1,1.18480705796199e-06
249.9,3,3.55442117388598e-06
249.93,2,2.36961411592399e-06
249.94,1,1.18480705796199e-06
249.98,2,2.36961411592399e-06
250,3,3.55442117388598e-06
250.09,1,1.18480705796199e-06
250.1,2,2.36961411592399e-06
250.13,1,1.18480705796199e-06
250.14,2,2.36961411592399e-06
250.2,4,4.73922823184797e-06
250.21,1,1.18480705796199e-06
250.24,1,1.18480705796199e-06
250.3,1,1.18480705796199e-06
250.4,2,2.36961411592399e-06
250.5,4,4.73922823184797e-06
250.56,1,1.18480705796199e-06
250.63,1,1.18480705796199e-06
250.67,1,1.18480705796199e-06
250.7,2,2.36961411592399e-06
250.74,1,1.18480705796199e-06
250.79,1,1.18480705796199e-06
250.8,2,2.36961411592399e-06
250.9,4,4.73922823184797e-06
250.97,1,1.18480705796199e-06
251,1,1.18480705796199e-06
251.07,1,1.18480705796199e-06
251.09,1,1.18480705796199e-06
251.1,3,3.55442117388598e-06
251.11,1,1.18480705796199e-06
251.14,1,1.18480705796199e-06
251.19,1,1.18480705796199e-06
251.2,3,3.55442117388598e-06
251.24,1,1.18480705796199e-06
251.29,2,2.36961411592399e-06
251.3,2,2.36961411592399e-06
251.35,1,1.18480705796199e-06
251.4,3,3.55442117388598e-06
251.42,1,1.18480705796199e-06
251.45,1,1.18480705796199e-06
251.47,1,1.18480705796199e-06
251.5,5,5.92403528980997e-06
251.53,1,1.18480705796199e-06
251.58,2,2.36961411592399e-06
251.6,1,1.18480705796199e-06
251.61,1,1.18480705796199e-06
251.66,1,1.18480705796199e-06
251.67,1,1.18480705796199e-06
251.8,2,2.36961411592399e-06
251.82,1,1.18480705796199e-06
251.83,1,1.18480705796199e-06
251.85,1,1.18480705796199e-06
251.9,3,3.55442117388598e-06
251.92,1,1.18480705796199e-06
252,6,7.10884234777196e-06
252.01,1,1.18480705796199e-06
252.1,6,7.10884234777196e-06
252.15,1,1.18480705796199e-06
252.2,5,5.92403528980997e-06
252.28,1,1.18480705796199e-06
252.3,5,5.92403528980997e-06
252.4,3,3.55442117388598e-06
252.43,1,1.18480705796199e-06
252.5,1,1.18480705796199e-06
252.51,1,1.18480705796199e-06
252.53,2,2.36961411592399e-06
252.54,2,2.36961411592399e-06
252.56,1,1.18480705796199e-06
252.57,1,1.18480705796199e-06
252.59,1,1.18480705796199e-06
252.6,4,4.73922823184797e-06
252.66,2,2.36961411592399e-06
252.69,1,1.18480705796199e-06
252.7,4,4.73922823184797e-06
252.76,2,2.36961411592399e-06
252.8,1,1.18480705796199e-06
252.84,1,1.18480705796199e-06
252.87,1,1.18480705796199e-06
252.9,1,1.18480705796199e-06
252.98,1,1.18480705796199e-06
253,1,1.18480705796199e-06
253.07,1,1.18480705796199e-06
253.08,1,1.18480705796199e-06
253.09,1,1.18480705796199e-06
253.1,2,2.36961411592399e-06
253.12,1,1.18480705796199e-06
253.2,2,2.36961411592399e-06
253.22,1,1.18480705796199e-06
253.29,1,1.18480705796199e-06
253.3,4,4.73922823184797e-06
253.36,1,1.18480705796199e-06
253.4,2,2.36961411592399e-06
253.44,1,1.18480705796199e-06
253.56,1,1.18480705796199e-06
253.6,1,1.18480705796199e-06
253.61,1,1.18480705796199e-06
253.7,1,1.18480705796199e-06
253.8,2,2.36961411592399e-06
253.81,2,2.36961411592399e-06
253.9,2,2.36961411592399e-06
253.91,1,1.18480705796199e-06
253.92,1,1.18480705796199e-06
253.96,1,1.18480705796199e-06
253.98,1,1.18480705796199e-06
254,1,1.18480705796199e-06
254.09,1,1.18480705796199e-06
254.1,3,3.55442117388598e-06
254.14,1,1.18480705796199e-06
254.2,2,2.36961411592399e-06
254.27,1,1.18480705796199e-06
254.3,4,4.73922823184797e-06
254.31,1,1.18480705796199e-06
254.38,1,1.18480705796199e-06
254.4,4,4.73922823184797e-06
254.42,1,1.18480705796199e-06
254.49,1,1.18480705796199e-06
254.5,5,5.92403528980997e-06
254.51,1,1.18480705796199e-06
254.6,4,4.73922823184797e-06
254.69,2,2.36961411592399e-06
254.7,1,1.18480705796199e-06
254.73,1,1.18480705796199e-06
254.79,1,1.18480705796199e-06
254.8,4,4.73922823184797e-06
254.83,1,1.18480705796199e-06
254.86,1,1.18480705796199e-06
254.87,1,1.18480705796199e-06
254.88,1,1.18480705796199e-06
254.9,3,3.55442117388598e-06
254.91,1,1.18480705796199e-06
255,3,3.55442117388598e-06
255.1,1,1.18480705796199e-06
255.2,1,1.18480705796199e-06
255.24,1,1.18480705796199e-06
255.28,1,1.18480705796199e-06
255.3,2,2.36961411592399e-06
255.37,1,1.18480705796199e-06
255.4,1,1.18480705796199e-06
255.45,1,1.18480705796199e-06
255.49,1,1.18480705796199e-06
255.5,3,3.55442117388598e-06
255.54,1,1.18480705796199e-06
255.62,1,1.18480705796199e-06
255.7,2,2.36961411592399e-06
255.77,1,1.18480705796199e-06
255.79,1,1.18480705796199e-06
255.8,3,3.55442117388598e-06
255.9,1,1.18480705796199e-06
255.91,1,1.18480705796199e-06
255.93,1,1.18480705796199e-06
255.95,1,1.18480705796199e-06
256,5,5.92403528980997e-06
256.01,1,1.18480705796199e-06
256.03,1,1.18480705796199e-06
256.08,2,2.36961411592399e-06
256.1,4,4.73922823184797e-06
256.11,1,1.18480705796199e-06
256.19,1,1.18480705796199e-06
256.2,3,3.55442117388598e-06
256.3,1,1.18480705796199e-06
256.38,1,1.18480705796199e-06
256.4,3,3.55442117388598e-06
256.49,1,1.18480705796199e-06
256.5,2,2.36961411592399e-06
256.58,1,1.18480705796199e-06
256.6,2,2.36961411592399e-06
256.7,2,2.36961411592399e-06
256.72,1,1.18480705796199e-06
256.73,1,1.18480705796199e-06
256.74,1,1.18480705796199e-06
256.78,1,1.18480705796199e-06
256.8,2,2.36961411592399e-06
256.84,1,1.18480705796199e-06
256.9,3,3.55442117388598e-06
256.91,1,1.18480705796199e-06
257,3,3.55442117388598e-06
257.09,1,1.18480705796199e-06
257.1,3,3.55442117388598e-06
257.13,1,1.18480705796199e-06
257.17,1,1.18480705796199e-06
257.2,3,3.55442117388598e-06
257.23,1,1.18480705796199e-06
257.3,1,1.18480705796199e-06
257.35,1,1.18480705796199e-06
257.38,1,1.18480705796199e-06
257.4,4,4.73922823184797e-06
257.44,1,1.18480705796199e-06
257.45,1,1.18480705796199e-06
257.5,6,7.10884234777196e-06
257.6,5,5.92403528980997e-06
257.67,1,1.18480705796199e-06
257.7,4,4.73922823184797e-06
257.76,3,3.55442117388598e-06
257.8,4,4.73922823184797e-06
257.9,4,4.73922823184797e-06
257.92,1,1.18480705796199e-06
257.93,1,1.18480705796199e-06
257.94,1,1.18480705796199e-06
258,1,1.18480705796199e-06
258.01,1,1.18480705796199e-06
258.02,1,1.18480705796199e-06
258.1,4,4.73922823184797e-06
258.18,1,1.18480705796199e-06
258.2,2,2.36961411592399e-06
258.23,1,1.18480705796199e-06
258.3,4,4.73922823184797e-06
258.32,1,1.18480705796199e-06
258.33,1,1.18480705796199e-06
258.34,1,1.18480705796199e-06
258.4,1,1.18480705796199e-06
258.42,1,1.18480705796199e-06
258.47,1,1.18480705796199e-06
258.5,3,3.55442117388598e-06
258.53,1,1.18480705796199e-06
258.57,1,1.18480705796199e-06
258.6,4,4.73922823184797e-06
258.69,2,2.36961411592399e-06
258.7,3,3.55442117388598e-06
258.77,1,1.18480705796199e-06
258.8,2,2.36961411592399e-06
258.85,1,1.18480705796199e-06
258.9,1,1.18480705796199e-06
259,2,2.36961411592399e-06
259.1,1,1.18480705796199e-06
259.12,1,1.18480705796199e-06
259.18,1,1.18480705796199e-06
259.2,4,4.73922823184797e-06
259.26,1,1.18480705796199e-06
259.3,1,1.18480705796199e-06
259.39,1,1.18480705796199e-06
259.4,4,4.73922823184797e-06
259.47,1,1.18480705796199e-06
259.5,3,3.55442117388598e-06
259.54,1,1.18480705796199e-06
259.6,7,8.29364940573395e-06
259.7,3,3.55442117388598e-06
259.72,1,1.18480705796199e-06
259.8,1,1.18480705796199e-06
259.9,3,3.55442117388598e-06
259.91,2,2.36961411592399e-06
260,6,7.10884234777196e-06
260.1,2,2.36961411592399e-06
260.13,1,1.18480705796199e-06
260.18,1,1.18480705796199e-06
260.2,2,2.36961411592399e-06
260.3,4,4.73922823184797e-06
260.35,1,1.18480705796199e-06
260.4,4,4.73922823184797e-06
260.5,3,3.55442117388598e-06
260.54,1,1.18480705796199e-06
260.6,5,5.92403528980997e-06
260.7,5,5.92403528980997e-06
260.71,1,1.18480705796199e-06
260.75,1,1.18480705796199e-06
260.77,1,1.18480705796199e-06
260.8,4,4.73922823184797e-06
260.83,1,1.18480705796199e-06
260.9,2,2.36961411592399e-06
261,1,1.18480705796199e-06
261.1,5,5.92403528980997e-06
261.2,3,3.55442117388598e-06
261.28,1,1.18480705796199e-06
261.3,2,2.36961411592399e-06
261.4,6,7.10884234777196e-06
261.5,4,4.73922823184797e-06
261.51,1,1.18480705796199e-06
261.6,2,2.36961411592399e-06
261.7,2,2.36961411592399e-06
261.8,3,3.55442117388598e-06
261.88,1,1.18480705796199e-06
261.9,1,1.18480705796199e-06
262.01,1,1.18480705796199e-06
262.03,1,1.18480705796199e-06
262.1,3,3.55442117388598e-06
262.2,3,3.55442117388598e-06
262.3,3,3.55442117388598e-06
262.38,1,1.18480705796199e-06
262.4,2,2.36961411592399e-06
262.5,2,2.36961411592399e-06
262.53,1,1.18480705796199e-06
262.58,1,1.18480705796199e-06
262.6,6,7.10884234777196e-06
262.66,1,1.18480705796199e-06
262.7,2,2.36961411592399e-06
262.84,1,1.18480705796199e-06
262.9,3,3.55442117388598e-06
262.95,1,1.18480705796199e-06
263,1,1.18480705796199e-06
263.1,2,2.36961411592399e-06
263.2,4,4.73922823184797e-06
263.23,1,1.18480705796199e-06
263.28,1,1.18480705796199e-06
263.3,4,4.73922823184797e-06
263.34,1,1.18480705796199e-06
263.36,1,1.18480705796199e-06
263.4,6,7.10884234777196e-06
263.47,1,1.18480705796199e-06
263.5,2,2.36961411592399e-06
263.6,5,5.92403528980997e-06
263.69,1,1.18480705796199e-06
263.7,3,3.55442117388598e-06
263.8,3,3.55442117388598e-06
263.9,2,2.36961411592399e-06
264,1,1.18480705796199e-06
264.1,4,4.73922823184797e-06
264.18,1,1.18480705796199e-06
264.2,3,3.55442117388598e-06
264.24,1,1.18480705796199e-06
264.28,1,1.18480705796199e-06
264.3,3,3.55442117388598e-06
264.37,1,1.18480705796199e-06
264.4,2,2.36961411592399e-06
264.44,1,1.18480705796199e-06
264.5,1,1.18480705796199e-06
264.51,1,1.18480705796199e-06
264.55,1,1.18480705796199e-06
264.58,1,1.18480705796199e-06
264.6,2,2.36961411592399e-06
264.64,1,1.18480705796199e-06
264.7,1,1.18480705796199e-06
264.77,1,1.18480705796199e-06
264.8,3,3.55442117388598e-06
264.9,4,4.73922823184797e-06
265,5,5.92403528980997e-06
265.01,1,1.18480705796199e-06
265.06,1,1.18480705796199e-06
265.1,4,4.73922823184797e-06
265.16,1,1.18480705796199e-06
265.2,3,3.55442117388598e-06
265.22,1,1.18480705796199e-06
265.3,5,5.92403528980997e-06
265.37,1,1.18480705796199e-06
265.4,2,2.36961411592399e-06
265.5,3,3.55442117388598e-06
265.51,1,1.18480705796199e-06
265.57,1,1.18480705796199e-06
265.6,3,3.55442117388598e-06
265.63,1,1.18480705796199e-06
265.7,3,3.55442117388598e-06
265.8,1,1.18480705796199e-06
265.91,1,1.18480705796199e-06
266.03,1,1.18480705796199e-06
266.04,1,1.18480705796199e-06
266.07,1,1.18480705796199e-06
266.1,3,3.55442117388598e-06
266.15,1,1.18480705796199e-06
266.2,5,5.92403528980997e-06
266.22,1,1.18480705796199e-06
266.3,5,5.92403528980997e-06
266.33,1,1.18480705796199e-06
266.4,5,5.92403528980997e-06
266.46,1,1.18480705796199e-06
266.5,6,7.10884234777196e-06
266.53,1,1.18480705796199e-06
266.6,5,5.92403528980997e-06
266.7,1,1.18480705796199e-06
266.78,1,1.18480705796199e-06
266.8,2,2.36961411592399e-06
267,4,4.73922823184797e-06
267.01,2,2.36961411592399e-06
267.1,3,3.55442117388598e-06
267.2,3,3.55442117388598e-06
267.24,1,1.18480705796199e-06
267.3,4,4.73922823184797e-06
267.38,1,1.18480705796199e-06
267.4,1,1.18480705796199e-06
267.5,3,3.55442117388598e-06
267.52,1,1.18480705796199e-06
267.6,5,5.92403528980997e-06
267.63,1,1.18480705796199e-06
267.7,5,5.92403528980997e-06
267.71,1,1.18480705796199e-06
267.72,1,1.18480705796199e-06
267.73,1,1.18480705796199e-06
267.77,1,1.18480705796199e-06
267.8,4,4.73922823184797e-06
267.86,1,1.18480705796199e-06
268,6,7.10884234777196e-06
268.01,1,1.18480705796199e-06
268.02,1,1.18480705796199e-06
268.1,4,4.73922823184797e-06
268.14,1,1.18480705796199e-06
268.17,1,1.18480705796199e-06
268.2,5,5.92403528980997e-06
268.24,1,1.18480705796199e-06
268.26,1,1.18480705796199e-06
